RespondentID,Is it rude to wake a passenger up if you are trying to go to the bathroom?,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,Is it rude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words to the stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is it rude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is it rude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to walk around?,"In general, is it rude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?"
3432570285,"No, not at all rude",Once a year or less,Usually,"5'4""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude"
3432570266,"Yes, somewhat rude",Once a year or less,Once in a while,"5'5""",No,"No, not rude at all","Yes, very rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432569102,"No, not at all rude",Once a year or less,Always,"6'1""",Yes,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3432561205,"Yes, somewhat rude",Once a month or less,Never,"5'9""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3432559580,"Yes, somewhat rude",Once a month or less,Once in a while,"5'6""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3432558337,"Yes, somewhat rude",Once a month or less,Never,"5'8""",No,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432555887,"No, not at all rude",Once a year or less,Never,"5'4""",Yes,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432554556,"Yes, somewhat rude",Once a year or less,Always,"5'4""",Yes,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432552719,"No, not at all rude",Once a year or less,Never,"5'8""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3432551367,"Yes, very rude",Once a year or less,Never,"5'5""",No,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","No, not at all rude"
3432550970,"No, not at all rude",Once a year or less,Always,"5'3""",Yes,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432550291,"No, not at all rude",Once a month or less,Once in a while,"5'9""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3432546954,"No, not at all rude",Once a year or less,Always,"5'2""",Yes,"Yes, somewhat rude","Yes, somewhat rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432543444,,Never,,,,,,,,,,,,,,
3432538384,,Never,,,,,,,,,,,,,,
3432537258,"No, not at all rude",Once a year or less,About half the time,"5'7""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3432533720,"No, not at all rude",Once a year or less,About half the time,"6'5""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3432529988,"No, not at all rude",Once a month or less,Never,"5'8""",No,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3432529869,"No, not at all rude",Once a year or less,Usually,"6'2""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432528671,"Yes, somewhat rude",Once a month or less,About half the time,"5'5""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432527936,"No, not at all rude",Once a year or less,Always,"6'2""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude"
3432527384,"Yes, somewhat rude",Once a year or less,Once in a while,"5'5""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3432526670,,Once a year or less,,,,,,,,,,,,,,
3432526433,"No, not at all rude",Once a month or less,Usually,"5'0""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude"
3432525300,"No, not at all rude",Once a year or less,Never,"5'1""",No,"Yes, somewhat rude","Yes, somewhat rude",It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"Yes, very rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, very rude"
3432521348,"No, not at all rude",Once a year or less,Always,"5'11""",No,"Yes, somewhat rude","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432520405,"No, not at all rude",Once a year or less,Always,"5'2""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432520365,"No, not at all rude",Once a month or less,Once in a while,"5'8""",No,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432519959,,Never,,,,,,,,,,,,,,
3432516676,"No, not at all rude",Once a month or less,Once in a while,"6'0""",No,"Yes, very rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432513839,"Yes, somewhat rude",Once a year or less,Once in a while,"5'2""",No,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude"
3432511675,"Yes, somewhat rude",Once a year or less,Always,"5'7""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432510812,"No, not at all rude",Once a month or less,About half the time,"5'10""",No,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432510382,"No, not at all rude",A few times per month,Once in a while,"5'9""",Yes,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude"
3432506985,"No, not at all rude",Once a year or less,Never,"5'4""",Yes,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432506619,"No, not at all rude",Once a year or less,Never,"5'8""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432503557,"Yes, somewhat rude",Once a year or less,Once in a while,"5'7""",No,"Yes, somewhat rude","Yes, somewhat rude",Twice,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432499380,"No, not at all rude",A few times per month,Never,"6'0""",No,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude"
3432496456,"No, not at all rude",Once a year or less,Usually,"5'4""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
